,date,day,filename,flag,id,keywords,link,month,place,publisher,year
1332,2017/09/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-26T08:24:33+05:30->309670.txt,0,309670,[],http://timesofindia.indiatimes.com//city/delhi/toi-citizen-reporter-app-wins-international-prize/articleshow/60836014.cms,09,NA,TOI,2017
1333,2017/09/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-20T00:00:00+05:30->305070.txt,0,305070,[],http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/who-will-be-the-big-winners-at-the-times-kannada-film-technical-awards/articleshow/60749260.cms,09,NA,TOI,2017
1334,2017/05/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-10T00:30:00+05:30->207635.txt,0,207635,[],http://timesofindia.indiatimes.com//city/bengaluru/govt-discriminates-against-lingayats-alleges-former-cong-minister/articleshow/58583209.cms,05,bengaluru,TOI,2017
1335,2017/03/30,30,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-30T01:00:00+05:30->177598.txt,0,177598,[],http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/anurag-kashyap-remembers-rameshs-kaaka-muttai-act/articleshow/57892948.cms,03,NA,TOI,2017
1336,2018/01/31,31,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-31T09:29:43+05:30->22535.txt,0,22535,[],http://timesofindia.indiatimes.com//city/bengaluru/uk-artists-creation-will-take-you-to-the-moon-and-back/articleshow/62715582.cms,01,bengaluru,TOI,2018
1337,2018/02/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-26T07:32:28+05:30->41445.txt,0,41445,[],http://timesofindia.indiatimes.com//city/gurgaon/two-arrested-with-illegal-weapons/articleshow/63072260.cms,02,gurugram,TOI,2018
1338,2017/02/24,24,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-24T13:11:48+05:30->152773.txt,0,152773,[],http://timesofindia.indiatimes.com//city/madurai/high-school-drop-out-from-dindigul-designs-paraglider-for-rs-60000/articleshow/57319904.cms,02,madurai,TOI,2017
1339,2018/04/21,21,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-21T06:32:24+05:30->80987.txt,0,80987,[],http://timesofindia.indiatimes.com//city/kolkata/caught-napping-once-kmc-gets-storm-ready/articleshow/63853125.cms,04,kolkata,TOI,2018
1340,2018/05/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-06T04:03:21+05:30->91923.txt,0,91923,[],http://timesofindia.indiatimes.com//city/mumbai/mumbai-firm-fails-to-put-up-proper-road-curbs-fined-rs-5-lakh/articleshow/64047053.cms,05,mumbai,TOI,2018
1341,2017/02/02,02,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-02T17:37:57+05:30->137213.txt,0,137213,[],http://timesofindia.indiatimes.com//business/india-business/tata-motors-launches-new-sub-brand-tamo/articleshow/56935973.cms,02,mumbai,TOI,2017
1342,2018/01/25,25,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-25T05:45:33+05:30->17909.txt,0,17909,[],http://timesofindia.indiatimes.com//city/hyderabad/hc-allows-school-fee-hike-with-rider/articleshow/62645027.cms,01,hyderabad,TOI,2018
1343,2018/03/15,15,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-15T03:25:50+05:30->53734.txt,0,53734,[],http://timesofindia.indiatimes.com//city/delhi/delhi-govt-wants-stricter-penalty-for-snatching/articleshow/63307234.cms,03,NA,TOI,2018
1344,2017/03/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-18T10:35:31+05:30->168828.txt,0,168828,[],http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/ive-lost-out-on-projects-because-i-refused-to-be-objectified/articleshow/57701092.cms,03,NA,TOI,2017
1345,2017/09/25,25,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-25T11:44:57+05:30->309061.txt,0,309061,[],http://timesofindia.indiatimes.com//city/noida/gautam-budhha-university-to-start-a-paid-vipassana-centre-for-public-soon/articleshow/60823887.cms,09,noida,TOI,2017
1346,2017/09/25,25,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-25T10:01:00+05:30->308979.txt,0,308979,[],http://timesofindia.indiatimes.com//life-style/health-fitness/every-heart-counts/little-hearts-big-questions-children-with-congenital-heart-disease-chd/articleshow/60805061.cms,09,NA,TOI,2017
1347,2018/03/22,22,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-22T10:35:19+05:30->58725.txt,0,58725,[],http://timesofindia.indiatimes.com//city/kolhapur/poor-road-connectivity-hits-pimple-saudagar-residents/articleshow/63409143.cms,03,NA,TOI,2018
1348,2017/05/09,09,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-09T09:44:25+05:30->207341.txt,0,207341,[],http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/watch-navya-naveli-nanda-raises-mercury-levels-with-her-dance-moves/articleshow/58587673.cms,05,NA,TOI,2017
1349,2018/05/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-05T03:17:00+05:30->91069.txt,0,91069,[],http://timesofindia.indiatimes.com//city/nagpur/pkv-reluctant-to-give-land-for-jogging-tracks/articleshow/64034913.cms,05,nagpur,TOI,2018
1350,2017/05/09,09,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-09T00:00:00+05:30->206844.txt,0,206844,[],http://timesofindia.indiatimes.com//life-style/fashion/buzz/the-delicate-helix-tattoos-are-a-rage-with-fashionistas/articleshow/58575370.cms,05,NA,TOI,2017
1351,2018/04/16,16,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-16T03:41:55+05:30->77172.txt,0,77172,[],http://timesofindia.indiatimes.com//city/thane/top-colleges-fall-short-of-land-rule-for-university-status/articleshow/63776799.cms,04,mumbai,TOI,2018
1352,2018/02/13,13,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-13T07:00:52+05:30->31951.txt,0,31951,[],http://timesofindia.indiatimes.com//home/education/news/contest-at-iit-gn-to-find-solutions-to-global-problems/articleshow/62892322.cms,02,ahmedabad,TOI,2018
1353,2018/05/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-04T04:27:42+05:30->90457.txt,0,90457,[],http://timesofindia.indiatimes.com//city/ahmedabad/teach-gandhism-in-schools-ashram/articleshow/64021286.cms,05,ahmedabad,TOI,2018
1354,2017/05/03,03,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-03T07:18:23+05:30->202690.txt,0,202690,[],http://timesofindia.indiatimes.com//city/surat/woman-killed-another-injured-in-house-collapse/articleshow/58483934.cms,05,surat,TOI,2017
1355,2018/01/25,25,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-25T09:27:25+05:30->17868.txt,0,17868,[],http://timesofindia.indiatimes.com//city/goa/karnataka-opens-up-mhadei-tributary-flow-yet-to-resume/articleshow/62641542.cms,01,kankumbi,TOI,2018
1356,2017/01/13,13,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-13T04:27:00+05:30->122251.txt,0,122251,[],http://timesofindia.indiatimes.com//city/nagpur/fight-between-pro-vid-activists-in-hcba-polls/articleshow/56506109.cms,01,nagpur,TOI,2017
1357,2017/01/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-18T12:22:52+05:30->126299.txt,0,126299,[],http://timesofindia.indiatimes.com//elections/assembly-elections/uttarakhand/news/bjp-risks-it-with-six-new-faces-in-haridwar-dist/articleshow/56631298.cms,01,roorkee,TOI,2017
1358,2017/04/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-04T09:50:06+05:30->181666.txt,0,181666,[],http://timesofindia.indiatimes.com//city/jaipur/jaipur-transport-company-cancels-order-of-bs-iii-buses/articleshow/58002185.cms,04,jaipur,TOI,2017
1359,2018/04/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-23T15:48:30+05:30->82762.txt,0,82762,[],http://timesofindia.indiatimes.com//india/bjp-is-destroying-with-rss-ideology-all-institutions-based-on-constitution-rahul-gandhi/articleshow/63878886.cms,04,NA,TOI,2018
1360,2018/03/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-26T06:34:41+05:30->61736.txt,0,61736,[],http://timesofindia.indiatimes.com//city/patna/junior-doctors-threaten-indefinite-strike/articleshow/63455635.cms,03,patna,TOI,2018
1361,2017/01/31,31,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-31T08:40:17+05:30->135549.txt,0,135549,[],http://timesofindia.indiatimes.com//city/hyderabad/motakondu-cops-arrest-2-for-duping-customer-of-his-pledged-jewellery/articleshow/56884115.cms,01,hyderabad,TOI,2017
1362,2018/02/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-19T17:30:57+05:30->36491.txt,0,36491,[],http://timesofindia.indiatimes.com//tv/news/malayalam/mudiyans-goof-up-makes-him-an-adima-at-home/articleshow/62984304.cms,02,NA,TOI,2018
1363,2017/05/02,02,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-02T01:42:30+05:30->201033.txt,0,201033,[],http://timesofindia.indiatimes.com//city/delhi/incentivise-use-of-recycled-products-lg/articleshow/58466844.cms,05,NA,TOI,2017
1364,2018/03/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-01T22:27:12+05:30->42794.txt,0,42794,[],http://timesofindia.indiatimes.com//city/goa/27-bindiya-beach-cleaning-contract/articleshow/63101259.cms,03,panaji,TOI,2018
1365,2018/01/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-05T12:22:04+05:30->3124.txt,0,3124,[],http://timesofindia.indiatimes.com//city/goa/deadline-ends-sans-a-single-dual-citizenship-application/articleshow/62372560.cms,01,panaji,TOI,2018
1366,2018/01/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-12T04:00:00+05:30->8270.txt,0,8270,[],http://timesofindia.indiatimes.com//city/rajkot/abad-rajkot-route-trains-to-run-late-on-saturday/articleshow/62464669.cms,01,rajkot,TOI,2018
1367,2017/01/30,30,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-30T06:50:00+05:30->134510.txt,0,134510,[],http://timesofindia.indiatimes.com//city/lucknow/rahul-akhilesh-saath-exudes-bonhomie/articleshow/56862354.cms,01,lucknow,TOI,2017
1368,2018/02/03,03,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-03T03:45:16+05:30->24430.txt,0,24430,[],http://timesofindia.indiatimes.com//city/ghaziabad/flat-owners-oppose-user-fee-for-waste-collection/articleshow/62762375.cms,02,ghaziabad,TOI,2018
1369,2018/02/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-20T20:30:06+05:30->37067.txt,0,37067,[],http://timesofindia.indiatimes.com//city/chennai/pm-narendra-modi-to-launch-amma-scooters-on-february-24/articleshow/62990654.cms,02,NA,TOI,2018
1370,2018/05/02,02,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-02T04:13:00+05:30->88935.txt,0,88935,[],http://timesofindia.indiatimes.com//city/vadodara/fake-broker-attacks-robs-old-woman-in-her-house/articleshow/63992346.cms,05,vadodara,TOI,2018
1371,2017/07/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-28T08:51:42+05:30->266135.txt,0,266135,[],http://timesofindia.indiatimes.com//city/guwahati/emperor-sher-shah-suris-missing-gun-in-assam-booms-again/articleshow/59801935.cms,07,guwahati,TOI,2017
1372,2017/03/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-18T07:30:38+05:30->168029.txt,0,168029,[],http://timesofindia.indiatimes.com//city/jaipur/27-year-old-held-for-bestiality/articleshow/57697027.cms,03,jaipur,TOI,2017
1373,2017/03/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-10T15:24:05+05:30->163222.txt,0,163222,[],http://timesofindia.indiatimes.com//city/goa/states-satta-bazaar-bets-on-bjp-sees-saffron-party-winning-19-to-21-seats/articleshow/57564936.cms,03,panaji,TOI,2017
1374,2018/02/14,14,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-14T15:21:27+05:30->32355.txt,0,32355,[],http://timesofindia.indiatimes.com//city/bhopal/27-year-old-sold-to-jaipur-man-for-marriage-6-held/articleshow/62907599.cms,02,bhopal,TOI,2018
1375,2017/09/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-19T14:35:07+05:30->304712.txt,0,304712,[],http://timesofindia.indiatimes.com//city/nagpur/iggmc-starts-day-care-centre-for-scd-thalassaemia-patients/articleshow/60739041.cms,09,nagpur,TOI,2017
1376,2018/03/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-26T08:27:46+05:30->62057.txt,0,62057,[],http://timesofindia.indiatimes.com//home/education/news/minimum-compulsory-period-of-working-within-country-for-docs-recommended/articleshow/63459721.cms,03,NA,TOI,2018
1377,2018/03/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-28T10:43:46+05:30->63352.txt,0,63352,[],http://timesofindia.indiatimes.com//city/ahmedabad/frc-gets-complaints-against-colleges/articleshow/63494231.cms,03,ahmedabad,TOI,2018
1378,2018/02/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-20T11:22:40+05:30->36776.txt,0,36776,[],http://timesofindia.indiatimes.com//city/pune/passengers-jewellery-stolen-on-mumbai-pune-private-bus/articleshow/62989537.cms,02,pune,TOI,2018
1379,2017/01/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-10T11:29:56+05:30->120440.txt,0,120440,[],http://timesofindia.indiatimes.com//business/india-business/gold-futures-up-by-rs-14-on-firm-global-cues/articleshow/56436259.cms,01,NA,TOI,2017
1380,2017/07/16,16,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-16T08:52:56+05:30->257088.txt,0,257088,[],http://timesofindia.indiatimes.com//sports/cricket/news/new-panel-to-consult-ravi-shastri-before-finalising-support-staff/articleshow/59615409.cms,07,NA,TOI,2017
1381,2018/02/09,09,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-09T09:44:38+05:30->29213.txt,0,29213,[],http://timesofindia.indiatimes.com//city/surat/suda-begins-work-on-master-plan-for-peripheral-areas/articleshow/62841688.cms,02,surat,TOI,2018
1382,2018/06/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-06-01T11:15:08+05:30->111309.txt,0,111309,[],http://timesofindia.indiatimes.com//city/lucknow/will-loss-in-kairana-steal-yogis-thunder/articleshow/64411020.cms,06,lucknow,TOI,2018
1383,2017/05/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-06T09:57:42+05:30->205149.txt,0,205149,[],http://timesofindia.indiatimes.com//city/hyderabad/awareness-rally-on-midwives-role/articleshow/58544926.cms,05,hyderabad,TOI,2017
1384,2018/04/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-04T03:02:24+05:30->68394.txt,0,68394,[],http://timesofindia.indiatimes.com//india/no-business-in-parliament-for-19th-day/articleshow/63603493.cms,04,NA,TOI,2018
1385,2017/05/27,27,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-27T07:12:13+05:30->220369.txt,0,220369,[],http://timesofindia.indiatimes.com//city/kolkata/guard-pulls-trigger-in-cash-vehicle-dies/articleshow/58865632.cms,05,keshpur,TOI,2017
1386,2017/03/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-20T01:00:00+05:30->170268.txt,0,170268,[],http://timesofindia.indiatimes.com//life-style/fashion/shows/sangram-singh-agley-fashion-show-mein-hum-langot-pehen-ke-chalenge/articleshow/57716642.cms,03,NA,TOI,2017
1387,2017/09/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-28T07:56:49+05:30->311295.txt,0,311295,[],http://timesofindia.indiatimes.com//city/bengaluru/seegehalli-and-somasundarapalya-lakes-begin-to-froth-begur-overflows/articleshow/60864014.cms,09,bengaluru,TOI,2017
1388,2018/03/17,17,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-17T11:28:47+05:30->55621.txt,0,55621,[],http://timesofindia.indiatimes.com//entertainment/events/nashik/lalit-kala-bhavans-play-won-second-prize/articleshow/63341652.cms,03,NA,TOI,2018
1389,2018/03/11,11,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-11T09:11:43+05:30->50655.txt,0,50655,[],http://timesofindia.indiatimes.com//city/coimbatore/technical-textiles-is-the-future-embrace-it-entrepreneurs-told/articleshow/63250716.cms,03,coimbatore,TOI,2018
1390,2018/01/31,31,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-31T10:19:29+05:30->22583.txt,0,22583,[],http://timesofindia.indiatimes.com//home/education/news/govt-schools-to-go-on-alumni-hunt-to-reconnect-bond/articleshow/62715934.cms,01,chandigarh,TOI,2018
1391,2017/02/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-26T14:15:24+05:30->125559.txt,0,125559,[],http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/adangathey-teaser-gv-prakash-starrer-promises-to-be-a-dark-thriller/articleshow/56620059.cms,02,NA,TOI,2017
1392,2018/02/11,11,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-11T09:09:22+05:30->30357.txt,0,30357,[],http://timesofindia.indiatimes.com//city/delhi/you-can-get-dengue-malaria-chikungunya-at-the-same-time/articleshow/62868223.cms,02,NA,TOI,2018
1393,2017/02/11,11,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-11T13:28:29+05:30->143865.txt,0,143865,[],http://timesofindia.indiatimes.com//city/mumbai/sena-seeks-votes-of-marathis-but-wants-them-to-live-in-penury-devendra-fadnavis/articleshow/57095371.cms,02,mumbai,TOI,2017
1394,2017/03/30,30,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-30T03:31:33+05:30->177716.txt,0,177716,[],http://timesofindia.indiatimes.com//city/kolkata/no-rally-relief-for-students-even-during-exam-season/articleshow/57901676.cms,03,kolkata,TOI,2017
1395,2018/05/27,27,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-27T08:00:31+05:30->107403.txt,0,107403,[],http://timesofindia.indiatimes.com//city/coimbatore/mom-saves-girl-from-leopards-jaws/articleshow/64337880.cms,05,coimbatore,TOI,2018
1396,2017/02/27,27,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-27T11:14:48+05:30->154979.txt,0,154979,[],http://timesofindia.indiatimes.com//city/bhopal/noses-endangered-in-mp-6-cut-off-in-11-days/articleshow/57363279.cms,02,bhopal,TOI,2017
1397,2017/07/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-18T12:13:04+05:30->258745.txt,0,258745,[],http://timesofindia.indiatimes.com//tv/news/english/the-dark-tower-tv-series-will-feature-idris-elba/articleshow/59645295.cms,07,NA,TOI,2017
1398,2017/02/22,22,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-22T07:53:00+05:30->151777.txt,0,151777,[],http://timesofindia.indiatimes.com//city/gurgaon/fda-scanner-on-stent-makers-to-check-pricing/articleshow/57281032.cms,02,gurgaon,TOI,2017
1399,2017/03/22,22,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-22T06:19:02+05:30->172016.txt,0,172016,[],http://timesofindia.indiatimes.com//city/chandigarh/step-into-jeannerets-world/articleshow/57760994.cms,03,chandigarh,TOI,2017
1400,2017/09/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-18T08:55:00+05:30->304015.txt,0,304015,[],http://timesofindia.indiatimes.com//city/chandigarh/50-year-old-woman-found-murdered/articleshow/60725170.cms,09,jalandhar,TOI,2017
1401,2017/09/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-19T08:12:47+05:30->304845.txt,0,304845,[],http://timesofindia.indiatimes.com//city/lucknow/metro-riders-to-be-frisked-for-tobacco-from-next-week/articleshow/60740958.cms,09,lucknow,TOI,2017
1402,2018/01/07,07,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-07T07:48:00+05:30->4824.txt,0,4824,[],http://timesofindia.indiatimes.com//city/gurgaon/no-one-should-sleep-in-open-said-cm-but-many-do-despite-space-at-shelters/articleshow/62397882.cms,01,gurgaon,TOI,2018
1403,2018/03/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-26T07:42:00+05:30->61992.txt,0,61992,[],http://timesofindia.indiatimes.com//city/chandigarh/review-of-shutting-down-of-thermal-units-sought/articleshow/63457230.cms,03,patiala,TOI,2018
1404,2017/05/02,02,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-02T06:14:10+05:30->201934.txt,0,201934,[],http://timesofindia.indiatimes.com//india/sc-orders-medical-check-of-defiant-judges-mental-health/articleshow/58468374.cms,05,NA,TOI,2017
1405,2018/04/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-20T14:00:14+05:30->80251.txt,0,80251,[],http://timesofindia.indiatimes.com//city/vadodara/woman-tries-to-end-life-over-dowry-demand/articleshow/63837044.cms,04,vadodara,TOI,2018
1406,2018/06/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-06-04T06:46:16+05:30->112479.txt,1,112479,"['whatsapp', 'police']",http://timesofindia.indiatimes.com//city/chennai/greenfield-highway-plan-hits-roadblock/articleshow/64441763.cms,06,chennai,TOI,2018
1407,2017/04/13,13,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-13T15:35:02+05:30->187987.txt,0,187987,[],http://timesofindia.indiatimes.com//city/goa/vijai-bjp-needs-to-make-allies-feel-comfortable/articleshow/58155515.cms,04,panaji,TOI,2017
1408,2017/02/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-12T21:41:00+05:30->144606.txt,0,144606,[],http://timesofindia.indiatimes.com//city/nagpur/technology-has-helped-budding-musicians-showcase-their-talent/articleshow/57101059.cms,02,nagpur,TOI,2017
1409,2017/01/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-19T10:26:13+05:30->126980.txt,0,126980,[],http://timesofindia.indiatimes.com//business/india-business/private-sector-yet-to-warm-up-to-smart-cities/articleshow/56659538.cms,01,NA,TOI,2017
1410,2018/02/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-19T01:34:17+05:30->36116.txt,0,36116,[],http://timesofindia.indiatimes.com//city/noida/driver-killed-44-injured-as-bus-ploughs-into-mini-truck-in-ghaziabad/articleshow/62975214.cms,02,ghaziabad,TOI,2018
1411,2017/04/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-06T12:30:40+05:30->183248.txt,0,183248,[],http://timesofindia.indiatimes.com//city/chandigarh/woman-says-cops-pushed-her-tried-to-plant-drugs/articleshow/58043109.cms,04,chandigarh,TOI,2017
1412,2017/02/14,14,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-14T10:44:57+05:30->145989.txt,0,145989,[],http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/beautiful-manasugalu-to-be-remade-in-telugu-marathi/articleshow/57140425.cms,02,NA,TOI,2017
1413,2017/07/16,16,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-16T04:42:39+05:30->256948.txt,0,256948,[],http://timesofindia.indiatimes.com//city/navi-mumbai/water-logging-incessant-downpour-potholes-throw-routine-out-of-gear-in-navi-mumbai/articleshow/59611734.cms,07,NA,TOI,2017
1414,2017/01/27,27,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-27T07:24:22+05:30->132421.txt,0,132421,[],http://timesofindia.indiatimes.com//city/hyderabad/telanganas-republic-day-gift-to-minorities-reservations-special-it-zone/articleshow/56802050.cms,01,hyderabad,TOI,2017
1415,2018/05/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-28T12:09:59+05:30->107979.txt,0,107979,[],http://timesofindia.indiatimes.com//city/nagpur/nmc-serves-notices-to-3-commercial-buildings/articleshow/64345842.cms,05,nagpur,TOI,2018
1416,2017/02/21,21,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-21T13:59:04+05:30->150688.txt,0,150688,[],http://timesofindia.indiatimes.com//india/14-more-medical-devices-may-see-price-regulation-soon/articleshow/57261668.cms,02,mumbai,TOI,2017
1417,2017/01/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-18T06:02:04+05:30->125914.txt,0,125914,[],http://timesofindia.indiatimes.com//city/kolkata/cu-advances-pg-admissions-by-a-month/articleshow/56633498.cms,01,kolkata,TOI,2017
1418,2017/05/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-04T06:49:00+05:30->203509.txt,0,203509,[],http://timesofindia.indiatimes.com//city/hubballi/nwkrtc-depot-manager-in-dharwad-suspended-for-assaulting-conductor/articleshow/58503988.cms,05,dharwad,TOI,2017
