,date,day,filename,flag,id,keywords,link,month,place,publisher,year
0,2018/03/29,29,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-29T11:04:31+05:30->64111.txt,0,64111,[],http://timesofindia.indiatimes.com//city/nagpur/beedi-biz-slump-hits-demand-for-gadchirolis-tendu-leaves/articleshow/63523711.cms,03,nagpur,TOI,2018
1,2017/01/24,24,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-24T08:15:20+05:30->130425.txt,0,130425,[],http://timesofindia.indiatimes.com//india/jk-government-identifies-100-acres-in-valley-to-house-exiled-pandits/articleshow/56746676.cms,01,NA,TOI,2017
2,2017/01/31,31,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-31T11:36:55+05:30->135704.txt,0,135704,[],http://timesofindia.indiatimes.com//city/kolhapur/house-break-in-menace-continues-in-city/articleshow/56880740.cms,01,kolhapur,TOI,2017
3,2018/03/26,26,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-26T13:20:49+05:30->62302.txt,0,62302,[],http://timesofindia.indiatimes.com//city/hubballi/smart-city-iconic-building-proposed-at-hosur-cross/articleshow/63463451.cms,03,hubballi,TOI,2018
4,2017/02/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-20T05:02:01+05:30->150002.txt,0,150002,[],http://timesofindia.indiatimes.com//city/mumbai/metro-being-designed-to-benefit-outsiders-not-mumbaikars-says-raj-thackeray/articleshow/57242137.cms,02,mumbai,TOI,2017
5,2018/04/15,15,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-15T13:20:09+05:30->76904.txt,0,76904,[],http://timesofindia.indiatimes.com//world/us/city/articleshow/63769890.cms,04,NA,TOI,2018
6,2017/07/29,29,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-29T09:48:49+05:30->266297.txt,0,266297,[],http://timesofindia.indiatimes.com//city/udaipur/dozens-of-villages-cut-off-due-to-rain-in-udaipur-dist/articleshow/59818522.cms,07,udaipur,TOI,2017
7,2017/02/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-28T14:57:12+05:30->155998.txt,0,155998,[],http://timesofindia.indiatimes.com//city/ahmedabad/two-faces-of-riots-neither-victim-nor-perpetrator/articleshow/57384007.cms,02,ahmedabad,TOI,2017
8,2017/01/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-23T14:14:18+05:30->129928.txt,0,129928,[],http://timesofindia.indiatimes.com//city/chennai/jallikattu-law-will-be-passed-tamil-nadu-governor-says-in-assembly/articleshow/56731784.cms,01,chennai,TOI,2017
9,2017/01/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-28T12:10:17+05:30->132878.txt,0,132878,[],http://timesofindia.indiatimes.com//city/ranchi/two-arrested-for-helping-plfi-leader/articleshow/56819328.cms,01,ranchi,TOI,2017
10,2017/05/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-19T08:34:06+05:30->214636.txt,0,214636,[],http://timesofindia.indiatimes.com//city/mumbai/shocked-by-survey-railways-to-hire-clean-up-marshals/articleshow/58744499.cms,05,mumbai,TOI,2017
11,2018/02/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-05T12:50:40+05:30->26206.txt,0,26206,[],http://timesofindia.indiatimes.com//city/chennai/tn-college-bus-carrying-40-students-falls-into-pit-as-driver-suffers-epileptic-seizures/articleshow/62786405.cms,02,tirupur,TOI,2018
12,2017/03/17,17,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-17T02:00:00+05:30->168139.txt,0,168139,[],http://timesofindia.indiatimes.com//city/patna/six-pairs-of-spl-trains-to-clear-post-holi-rush/articleshow/57676237.cms,03,patna,TOI,2017
13,2017/09/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-18T12:19:58+05:30->304156.txt,0,304156,[],http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/aanand-l-rai-shah-rukh-khans-love-and-confidence-makes-me-more-responsible/articleshow/60728376.cms,09,NA,TOI,2017
14,2017/01/21,21,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-21T09:40:54+05:30->128325.txt,0,128325,[],http://timesofindia.indiatimes.com//elections/assembly-elections/uttar-pradesh/news/up-police-to-hashtag-complaints-of-poll-code-violation/articleshow/56698865.cms,01,lucknow,TOI,2017
15,2017/01/25,25,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-25T06:07:20+05:30->131053.txt,0,131053,[],http://timesofindia.indiatimes.com//city/nagpur/iaf-flight-simulator-attracts-students/articleshow/56766756.cms,01,nagpur,TOI,2017
16,2017/02/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-23T00:29:11+05:30->152069.txt,0,152069,[],http://timesofindia.indiatimes.com//business/international-business/bhp-in-for-the-long-haul-on-escondida-strike-as-it-eyes-30-day-wait/articleshow/57300796.cms,02,NA,TOI,2017
17,2018/03/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-12T01:58:03+05:30->51437.txt,0,51437,[],http://timesofindia.indiatimes.com//home/education/news/du-holds-urgent-meet-today-ec-members-unhappy-with-trend/articleshow/63260635.cms,03,NA,TOI,2018
18,2017/01/24,24,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-24T13:50:06+05:30->129331.txt,0,129331,[],http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/sharan-romances-two-girls/articleshow/56715970.cms,01,NA,TOI,2017
19,2017/09/30,30,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-30T04:00:00+05:30->312635.txt,0,312635,[],http://timesofindia.indiatimes.com//city/rajkot/murder-convict-escapes-from-police-custody/articleshow/60887631.cms,09,rajkot,TOI,2017
20,2018/02/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-06T10:54:08+05:30->27080.txt,0,27080,[],http://timesofindia.indiatimes.com//city/jaipur/sms-hosp-mulls-converting-garbage-into-compost/articleshow/62796121.cms,02,jaipur,TOI,2018
21,2017/02/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-05T00:01:32+05:30->138442.txt,0,138442,[],http://timesofindia.indiatimes.com//city/chandigarh/now-ruling-opposition-leaders-extend-support-to-protesting-jats/articleshow/56977208.cms,02,rohtak,TOI,2017
22,2018/04/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-05T13:28:17+05:30->69102.txt,0,69102,[],http://timesofindia.indiatimes.com//city/goa/taleigao-in-gppda-cong-takes-dig-at-dattaprasad-tells-him-to-appeal-to-cm/articleshow/63618303.cms,04,panaji,TOI,2018
23,2018/06/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-06-04T06:35:22+05:30->112484.txt,0,112484,[],http://timesofindia.indiatimes.com//city/kolkata/kolkata-engineer-held-for-harassing-girl-online/articleshow/64442456.cms,06,kolkata,TOI,2018
24,2018/04/02,02,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-02T02:29:15+05:30->66889.txt,0,66889,[],http://timesofindia.indiatimes.com//city/gurgaon/will-launch-mass-agitation-if-govt-opens-bandhwari-plant-villagers/articleshow/63572090.cms,04,gurugram,TOI,2018
25,2017/02/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-23T09:19:22+05:30->152040.txt,0,152040,[],http://timesofindia.indiatimes.com//city/chennai/to-cure-exam-fever-schools-prescribe-expert-and-peer-counselling/articleshow/57300535.cms,02,chennai,TOI,2017
26,2017/05/22,22,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-22T04:00:00+05:30->216543.txt,0,216543,[],http://timesofindia.indiatimes.com//business/india-business/indiabulls-gets-rbi-nod-for-arc-biz/articleshow/58780197.cms,05,mumbai,TOI,2017
27,2018/03/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-12T11:08:04+05:30->51898.txt,0,51898,[],http://timesofindia.indiatimes.com//city/jodhpur/couple-thrashed-by-family-serious/articleshow/63264809.cms,03,jodhpur,TOI,2018
28,2017/04/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-10T06:37:00+05:30->185883.txt,0,185883,[],http://timesofindia.indiatimes.com//city/ranchi/littipara-bypoll-women-voters-outshine-men/articleshow/58098951.cms,04,dumka,TOI,2017
29,2017/03/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-12T17:53:05+05:30->165157.txt,0,165157,[],http://timesofindia.indiatimes.com//city/lucknow/up-elections-2017-heres-what-lucknow-muslims-want-from-bjp/articleshow/57606785.cms,03,lucknow,TOI,2017
30,2018/05/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-10T11:35:23+05:30->94722.txt,0,94722,[],http://timesofindia.indiatimes.com//city/patna/prison-reform-must-in-country/articleshow/64099900.cms,05,patna,TOI,2018
31,2017/02/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-06T12:44:50+05:30->140007.txt,0,140007,[],http://timesofindia.indiatimes.com//city/chennai/netizens-oppose-sasikalas-move-to-be-tamil-nadu-cm-to-submit-petition-to-president-and-governor/articleshow/56994726.cms,02,chennai,TOI,2017
32,2017/04/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-12T08:41:52+05:30->187376.txt,0,187376,[],http://timesofindia.indiatimes.com//business/india-business/amazon-prime-videoss-global-chief-roy-price-bets-on-india/articleshow/58138275.cms,04,NA,TOI,2017
33,2017/07/14,14,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-14T10:31:35+05:30->255759.txt,0,255759,[],http://timesofindia.indiatimes.com//sports/more-sports/others/rr-byramji-calls-time-on-racing-career-after-3200-winners/articleshow/59589769.cms,07,bengaluru,TOI,2017
34,2018/04/24,24,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-24T01:00:00+05:30->82958.txt,0,82958,[],http://timesofindia.indiatimes.com//tv/news/hindi/antakshari-to-make-a-comeback-on-tv/articleshow/63881628.cms,04,NA,TOI,2018
35,2018/03/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-06T14:17:28+05:30->47350.txt,0,47350,[],http://timesofindia.indiatimes.com//city/chandigarh/cong-rally-disrupts-traffic/articleshow/63177449.cms,03,panchkula,TOI,2018
36,2018/05/14,14,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-14T10:45:21+05:30->97550.txt,0,97550,[],http://timesofindia.indiatimes.com//city/jaipur/man-files-complaint-against-khaps-decision/articleshow/64151809.cms,05,jaisalmer,TOI,2018
37,2018/03/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-28T00:00:00+05:30->63083.txt,0,63083,[],http://timesofindia.indiatimes.com//entertainment/events/lucknow/a-rainy-day-for-these-students/articleshow/63479149.cms,03,NA,TOI,2018
38,2018/03/31,31,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-31T11:41:52+05:30->65843.txt,0,65843,[],http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/watch-salman-khan-arpita-aayush-and-family-come-together-for-ahils-grand-second-birthday-bash/articleshow/63554757.cms,03,NA,TOI,2018
39,2018/03/15,15,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-15T13:46:59+05:30->53663.txt,0,53663,[],http://timesofindia.indiatimes.com//city/madurai/state-of-airport-perungudi-road-embarrassment-for-city/articleshow/63307632.cms,03,madurai,TOI,2018
40,2017/07/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-10T03:19:00+05:30->252437.txt,0,252437,[],http://timesofindia.indiatimes.com//city/nagpur/political-will-needed-to-end-jk-problem/articleshow/59518125.cms,07,nagpur,TOI,2017
41,2018/05/31,31,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-31T05:04:41+05:30->110208.txt,0,110208,[],http://timesofindia.indiatimes.com//city/mumbai/tanasha-killing-was-it-redevelopment-dispute-or-gang-rivalry/articleshow/64392189.cms,05,mumbai,TOI,2018
42,2017/05/28,28,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-28T06:52:44+05:30->221002.txt,0,221002,[],http://timesofindia.indiatimes.com//city/mysuru/love-for-coconut-trees-made-surfing-swami-set-up-camp-at-mulki/articleshow/58876746.cms,05,NA,TOI,2017
43,2018/01/22,22,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-01-22T08:00:06+05:30->15774.txt,0,15774,[],http://timesofindia.indiatimes.com//city/lucknow/book-and-ride-bike-taxi-in-lucknow-from-month-end/articleshow/62598296.cms,01,lucknow,TOI,2018
44,2017/10/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-10-01T13:18:30+05:30->313556.txt,0,313556,[],http://timesofindia.indiatimes.com//entertainment/malayalam/movies/news/manju-warrier-thanks-all-for-the-success-of-sujatha/articleshow/60899789.cms,10,NA,TOI,2017
45,2018/02/27,27,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-27T08:48:06+05:30->42302.txt,0,42302,[],http://timesofindia.indiatimes.com//home/education/news/gps-stickers-to-plug-west-bengal-board-exam-paper-leaks/articleshow/63089739.cms,02,kolkata,TOI,2018
46,2018/05/11,11,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-11T12:43:39+05:30->95995.txt,0,95995,[],http://timesofindia.indiatimes.com//entertainment/bengali/movies/news/tanuja-aunty-instantly-agreed-to-do-sonar-pahar-when-i-told-her-the-story-parambrata-chatterjee/articleshow/64121146.cms,05,NA,TOI,2018
47,2018/02/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-23T15:15:19+05:30->38974.txt,0,38974,[],http://timesofindia.indiatimes.com//city/nagpur/11-years-five-deans-and-an-e-library-that-still-isnt/articleshow/63035670.cms,02,nagpur,TOI,2018
48,2018/05/30,30,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-30T12:13:54+05:30->109862.txt,0,109862,[],http://timesofindia.indiatimes.com//business/india-business/2-day-bank-strike-from-today-salary-withdrawal-atms-likely-to-be-hit/articleshow/64379494.cms,05,NA,TOI,2018
49,2017/03/29,29,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-29T06:10:17+05:30->176854.txt,0,176854,[],http://timesofindia.indiatimes.com//city/pune/fire-breaks-out-at-building-on-baner-road/articleshow/57882064.cms,03,pune,TOI,2017
50,2018/02/07,07,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-07T02:00:00+05:30->27298.txt,0,27298,[],http://timesofindia.indiatimes.com//city/patna/commonwealth-pa-meet-preps-reviewed/articleshow/62810631.cms,02,patna,TOI,2018
51,2017/03/18,18,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-18T11:27:37+05:30->168978.txt,0,168978,[],http://timesofindia.indiatimes.com//city/surat/work-on-outdoor-stadium-likely-to-begin-in-few-months/articleshow/57696824.cms,03,surat,TOI,2017
52,2017/07/09,09,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-09T13:38:34+05:30->251636.txt,0,251636,[],http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/rakeysh-omprakash-mehra-for-the-longest-time-our-audience-has-bought-into-escapist-cinema/articleshow/59504174.cms,07,NA,TOI,2017
53,2017/07/08,08,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-08T03:33:00+05:30->250991.txt,0,250991,[],http://timesofindia.indiatimes.com//city/goa/nio-high-decibel-pile-drilling-on-river-beds-hits-marine-life/articleshow/59496918.cms,07,panaji,TOI,2017
54,2018/02/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-01T08:09:38+05:30->23164.txt,0,23164,[],http://timesofindia.indiatimes.com//city/chandigarh/swachh-survekshan-team-completes-its-survey/articleshow/62731208.cms,02,panchkula,TOI,2018
55,2018/04/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-20T10:10:55+05:30->80091.txt,0,80091,[],http://timesofindia.indiatimes.com//india/nothing-suspicious-about-loya-death-petition-an-attack-on-judiciary-says-sc/articleshow/63837611.cms,04,NA,TOI,2018
56,2017/09/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-23T03:39:00+05:30->307426.txt,0,307426,[],http://timesofindia.indiatimes.com//city/goa/georgia-in-festive-mood-as-their-queen-returns/articleshow/60801522.cms,09,panaji,TOI,2017
57,2017/03/13,13,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-13T04:51:43+05:30->165341.txt,0,165341,[],http://timesofindia.indiatimes.com//city/ahmedabad/people-light-holi-bonfires-pray-for-good-year/articleshow/57612005.cms,03,ahmedabad,TOI,2017
58,2017/02/24,24,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-24T02:00:00+05:30->152931.txt,0,152931,[],http://timesofindia.indiatimes.com//city/patna/bihar-govt-gears-up-to-prevent-fire-tragedies/articleshow/57318518.cms,02,patna,TOI,2017
59,2018/03/30,30,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-30T09:31:55+05:30->65029.txt,0,65029,[],http://timesofindia.indiatimes.com//city/lucknow/meet-bravehearts-who-fought-big-cats/articleshow/63541311.cms,03,faizabad,TOI,2018
60,2018/03/17,17,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-17T13:07:04+05:30->55692.txt,0,55692,[],http://timesofindia.indiatimes.com//city/patna/free-viral-load-test-for-hiv-at-three-art-centres-soon/articleshow/63336811.cms,03,patna,TOI,2018
61,2017/01/08,08,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-08T10:04:18+05:30->118715.txt,0,118715,[],http://timesofindia.indiatimes.com//city/pune/14-year-old-falls-into-drainage-chamber/articleshow/56396408.cms,01,pune,TOI,2017
62,2017/01/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-10T07:27:23+05:30->120185.txt,0,120185,[],http://timesofindia.indiatimes.com//city/pune/azam-pansare-stuns-ncp-joins-bjp/articleshow/56429203.cms,01,NA,TOI,2017
63,2018/04/04,04,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-04T01:17:00+05:30->68334.txt,0,68334,[],http://timesofindia.indiatimes.com//city/trichy/nirf-2018-nit-trichy-no-1-among-nits/articleshow/63603167.cms,04,trichy,TOI,2018
64,2018/02/13,13,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-13T00:04:11+05:30->31580.txt,0,31580,[],http://timesofindia.indiatimes.com//city/mumbai/meat-seized-from-turbhe-storage-was-beef-report/articleshow/62892094.cms,02,NA,TOI,2018
65,2017/01/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-23T11:13:49+05:30->129791.txt,0,129791,[],http://timesofindia.indiatimes.com//city/raipur/iim-r-fest-equinox-7-0-to-kick-off-on-jan-27/articleshow/56728175.cms,01,raipur,TOI,2017
66,2017/02/22,22,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-22T11:21:49+05:30->151482.txt,0,151482,[],http://timesofindia.indiatimes.com//city/goa/davorlim-vp-has-hurt-sentiments/articleshow/57280356.cms,02,panaji,TOI,2017
67,2017/05/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-05-05T12:27:02+05:30->204560.txt,0,204560,[],http://timesofindia.indiatimes.com//business/india-business/lendingkart-fin-basix-sub-k-tie-up-for-working-capital-loans/articleshow/58528973.cms,05,NA,TOI,2017
68,2017/09/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-23T00:01:00+05:30->307285.txt,0,307285,[],http://timesofindia.indiatimes.com//city/mangaluru/bahubali-veiw-watch-the-world-learn-best-lessons/articleshow/60800075.cms,09,manipal,TOI,2017
69,2018/02/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-01T08:35:02+05:30->23255.txt,0,23255,[],http://timesofindia.indiatimes.com//sports/badminton/its-a-killing-calendar-saina-nehwal/articleshow/62734017.cms,02,NA,TOI,2018
70,2017/07/23,23,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-23T00:04:04+05:30->261833.txt,0,261833,[],http://timesofindia.indiatimes.com//city/trichy/pos-devices-to-ensure-farmers-receive-fertiliser-subsidy-directly/articleshow/59718440.cms,07,trichy,TOI,2017
71,2017/02/08,08,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-08T10:40:56+05:30->141518.txt,0,141518,[],http://timesofindia.indiatimes.com//elections/assembly-elections/uttar-pradesh/news/up-polls-a-popularity-test-for-gennext-scions/articleshow/57033387.cms,02,lucknow,TOI,2017
72,2018/03/14,14,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-14T00:30:00+05:30->52889.txt,0,52889,[],http://timesofindia.indiatimes.com//city/jaipur/neighbour-killed-boy-threw-his-body-in-jungle/articleshow/63291556.cms,03,jaipur,TOI,2018
73,2018/02/09,09,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-02-09T04:06:22+05:30->28902.txt,0,28902,[],http://timesofindia.indiatimes.com//india/cbi-probes-how-draft-aircel-maxis-report-landed-at-chidambarams-house/articleshow/62843189.cms,02,NA,TOI,2018
74,2018/05/17,17,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-17T13:18:01+05:30->99856.txt,0,99856,[],http://timesofindia.indiatimes.com//city/trichy/on-day-1-of-political-tour-kamal-tries-to-make-a-mark/articleshow/64197480.cms,05,kanyakumari,TOI,2018
75,2018/03/12,12,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-12T07:23:00+05:30->51668.txt,0,51668,[],http://timesofindia.indiatimes.com//city/noida/brothers-fight-over-toilet-seat-booked/articleshow/63260796.cms,03,noida,TOI,2018
76,2018/04/05,05,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-04-05T08:48:33+05:30->69410.txt,0,69410,[],http://timesofindia.indiatimes.com//city/hyderabad/37-dalit-tribals-raped-by-upper-castes-backward-castes-in-3-years/articleshow/63621958.cms,04,hyderabad,TOI,2018
77,2017/09/24,24,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-09-24T16:39:58+05:30->308589.txt,0,308589,[],http://timesofindia.indiatimes.com//sports/cricket/new-zealand-in-india/lucknow-stadium-not-up-to-mark-kanpur-gets-third-odi-vs-new-zealand/articleshow/60816341.cms,09,indore,TOI,2017
78,2018/03/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-03-01T15:17:55+05:30->43402.txt,0,43402,[],http://timesofindia.indiatimes.com//city/pune/ncp-wants-new-tenders-for-pmay-projects/articleshow/63117795.cms,03,NA,TOI,2018
79,2017/07/10,10,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-10T00:12:49+05:30->252308.txt,0,252308,[],http://timesofindia.indiatimes.com//sports/chess/anup-makes-a-comeback-with-fighting-win-over-spanish-wfm/articleshow/59518968.cms,07,nagpur,TOI,2017
80,2017/04/01,01,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-01T01:00:00+05:30->179041.txt,0,179041,[],http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/vishal-tying-the-knot-in-2018/articleshow/57941620.cms,04,NA,TOI,2017
81,2018/05/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2018-05-20T12:51:14+05:30->102473.txt,0,102473,[],http://timesofindia.indiatimes.com//city/jaipur/erring-food-vendors-to-face-fssai-heat/articleshow/64243685.cms,05,jaipur,TOI,2018
82,2017/07/06,06,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-06T12:29:13+05:30->250010.txt,0,250010,[],http://timesofindia.indiatimes.com//city/agra/kin-of-abducted-girl-block-highway-in-protest-against-police-apathy/articleshow/59455876.cms,07,agra,TOI,2017
83,2017/02/03,03,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-02-03T15:53:27+05:30->137990.txt,1,137990,"['whatsapp', 'crime']",http://timesofindia.indiatimes.com//city/nagpur/broad-daylight-murder-sends-shock-waves/articleshow/56953370.cms,02,NA,TOI,2017
84,2017/04/08,08,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-04-08T11:43:24+05:30->184461.txt,0,184461,[],http://timesofindia.indiatimes.com//city/chandigarh/previous-govt-patronized-liquor-smugglers-says-fim-min/articleshow/58073718.cms,04,bathinda,TOI,2017
85,2017/07/25,25,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-07-25T10:58:17+05:30->263282.txt,0,263282,[],http://timesofindia.indiatimes.com//city/chennai/two-more-die-of-burns-toll-in-kodungaiyur-fire-touches-10/articleshow/59745703.cms,07,chennai,TOI,2017
86,2017/03/20,20,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-03-20T06:00:00+05:30->170427.txt,0,170427,[],http://timesofindia.indiatimes.com//city/hyderabad/armaan-malik-i-am-more-comfortablesinging-in-telugu-than-tamil-or-kannada/articleshow/57718063.cms,03,NA,TOI,2017
87,2017/01/19,19,/Users/Sahit/Documents/GitHub/Article-Analysis/webscrapper/webscrapper/article_data/2017-01-19T06:42:56+05:30->126404.txt,0,126404,[],http://timesofindia.indiatimes.com//city/pune/4-held-40-stolen-vehicles-seized/articleshow/56653972.cms,01,pune,TOI,2017
